Total population,Male,Female,Sex ratio (males per 100 females),Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Under 18 years,16 years and over,18 years and over,21 years and over,62 years and over,65 years and over,One race,Two or More Races,White,Black or African American,American Indian and Alaska Native,Aztec,Blackfeet Tribe of the Blackfeet Indian Reservation of Montana,Maya,Native Village of Barrow Inupiat Traditional Government,Navajo Nation,Nome Eskimo Community,Other American Indian and Alaska Native,Asian,Asian Indian,Chinese,Filipino,Japanese,Korean,Vietnamese,Other Asian,Native Hawaiian and Other Pacific Islander,Chamorro,Native Hawaiian,Samoan,Other Native Hawaiian and Other Pacific Islander,Some Other Race,White and Black or African American,White and American Indian and Alaska Native,White and Asian,White and Some Other Race,Black or African American and American Indian and Alaska Native,Black or African American and Some Other Race,Hispanic or Latino (of any race),Mexican,Puerto Rican,Cuban,Other Hispanic or Latino,Not Hispanic or Latino,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two races including Some Other Race,"Two races excluding Some Other Race, and three or more races",Total housing units,"Citizen, 18 and over population",GEO_ID,Zip Code,ucgid,County,County Code,State Number,State,Year
612,316,296,106.8,72,57,74,57,22,81,108,50,15,30,30,6,10,29.0,247,383,365,345,60,46,571,41,7,0,564,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,22,0,35,35,0,0,0,577,7,0,551,0,0,0,0,19,186,365,860Z200US99782,99782,860Z200US99782,North Slope Borough,0500000US02185,02,Alaska,2023
529,265,264,100.4,87,79,38,30,20,71,42,74,9,11,53,5,10,27.1,229,308,300,294,73,68,507,22,82,0,425,0,0,0,6,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,529,82,0,425,0,0,0,0,22,149,300,860Z200US99789,99789,860Z200US99789,North Slope Borough,0500000US02185,02,Alaska,2023
139,96,43,223.3,8,15,20,11,5,41,19,10,3,4,3,0,0,28.8,53,96,86,83,3,3,135,4,3,0,132,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,139,3,0,132,0,0,0,0,4,49,86,860Z200US99791,99791,860Z200US99791,North Slope Borough,0500000US02185,02,Alaska,2023
629,363,266,136.5,71,75,75,68,52,115,56,39,20,20,10,25,3,21.6,271,389,358,322,51,38,601,28,24,0,577,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,629,24,0,577,0,0,0,0,28,159,358,860Z200US99727,99727,860Z200US99727,Northwest Arctic Borough,0500000US02188,02,Alaska,2023
205,103,102,101.0,29,22,18,19,14,47,15,18,5,6,10,2,0,28.1,82,131,123,112,17,12,181,24,9,0,169,0,0,0,0,0,0,169,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,6,3,0,0,0,1,1,0,0,0,204,9,0,169,2,0,0,0,24,70,123,860Z200US99736,99736,860Z200US99736,Northwest Arctic Borough,0500000US02188,02,Alaska,2023
473,269,204,131.9,39,60,45,44,51,55,49,28,27,18,38,15,4,24.9,168,324,305,278,69,57,473,0,31,0,442,0,0,0,1,0,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,460,31,0,429,0,0,0,0,0,158,305,860Z200US99749,99749,860Z200US99749,Northwest Arctic Borough,0500000US02188,02,Alaska,2023
813,474,339,139.8,83,124,138,53,61,86,94,69,41,17,29,15,3,20.7,384,460,429,403,56,47,797,16,10,0,787,0,0,0,0,0,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,813,10,0,787,0,0,0,0,16,174,429,860Z200US99750,99750,860Z200US99750,Northwest Arctic Borough,0500000US02188,02,Alaska,2023
125,72,53,135.8,16,20,16,8,9,14,17,14,0,2,3,6,0,22.1,57,73,68,65,11,9,116,9,4,0,112,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,125,4,0,112,0,0,0,0,9,56,68,860Z200US99751,99751,860Z200US99751,Northwest Arctic Borough,0500000US02188,02,Alaska,2023
3129,1561,1568,99.6,293,250,268,268,146,558,416,352,124,196,188,50,20,31.2,986,2282,2143,2029,371,258,2820,309,668,40,2003,0,0,0,0,5,42,1956,62,0,0,27,4,10,10,11,9,0,9,0,0,38,0,211,10,21,10,0,144,102,22,6,14,2985,608,39,2001,62,0,0,0,275,1227,2114,860Z200US99752,99752,860Z200US99752,Northwest Arctic Borough,0500000US02188,02,Alaska,2023
700,407,293,138.9,81,59,113,54,63,106,42,61,27,36,32,14,12,23.7,289,442,411,381,74,58,698,2,9,1,688,0,0,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,700,9,1,688,0,0,0,0,2,151,411,860Z200US99761,99761,860Z200US99761,Northwest Arctic Borough,0500000US02188,02,Alaska,2023
722,340,382,89.0,65,78,87,55,26,67,58,55,29,146,34,18,4,32.4,274,480,448,428,199,56,716,6,13,0,576,0,0,0,0,0,0,576,127,0,0,127,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,721,13,0,576,127,0,0,0,5,167,317,860Z200US99763,99763,860Z200US99763,Northwest Arctic Borough,0500000US02188,02,Alaska,2023
403,222,181,122.7,56,54,54,40,24,37,74,9,8,21,21,5,0,19.4,195,228,208,192,42,26,391,12,15,2,362,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,403,15,2,362,0,12,0,0,12,141,208,860Z200US99770,99770,860Z200US99770,Northwest Arctic Borough,0500000US02188,02,Alaska,2023
211,107,104,102.9,34,16,30,18,10,25,23,11,7,10,21,6,0,23.4,90,126,121,108,30,27,211,0,0,0,211,0,0,0,2,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,211,0,0,0,0,0,68,121,860Z200US99773,99773,860Z200US99773,Northwest Arctic Borough,0500000US02188,02,Alaska,2023
201,100,101,99.0,21,28,12,4,10,30,16,15,8,6,32,14,5,33.8,65,138,136,130,54,51,197,4,12,0,185,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,201,12,0,185,0,0,0,0,4,109,136,860Z200US99786,99786,860Z200US99786,Northwest Arctic Borough,0500000US02188,02,Alaska,2023
3394,1696,1698,99.9,154,181,218,168,207,322,420,415,295,268,491,212,43,45.7,652,2800,2742,2613,942,746,2952,442,2095,50,255,0,0,0,0,0,0,255,446,0,37,205,81,12,43,68,23,0,14,6,3,83,11,192,28,78,6,0,303,193,20,8,82,3091,2007,50,194,446,23,18,10,343,1871,2569,860Z200US99833,99833,860Z200US99833,Petersburg Borough,0500000US02195,02,Alaska,2023
598,301,297,101.3,50,66,27,33,22,75,69,67,43,38,63,40,5,38.0,166,452,432,413,141,108,424,174,106,4,311,0,0,0,0,12,0,299,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,125,5,3,0,0,40,15,0,0,25,558,106,4,307,3,0,0,0,138,305,432,860Z200US99830,99830,860Z200US99830,Prince of Wales-Hyder Census Area,0500000US02198,02,Alaska,2023
3394,1696,1698,99.9,154,181,218,168,207,322,420,415,295,268,491,212,43,45.7,652,2800,2742,2613,942,746,2952,442,2095,50,255,0,0,0,0,0,0,255,446,0,37,205,81,12,43,68,23,0,14,6,3,83,11,192,28,78,6,0,303,193,20,8,82,3091,2007,50,194,446,23,18,10,343,1871,2569,860Z200US99833,99833,860Z200US99833,Prince of Wales-Hyder Census Area,0500000US02198,02,Alaska,2023
26,17,9,188.9,0,3,1,0,0,0,7,3,4,3,3,2,0,46.7,4,22,22,22,8,5,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,22,22,0,0,0,0,0,0,0,63,22,860Z200US99836,99836,860Z200US99836,Prince of Wales-Hyder Census Area,0500000US02198,02,Alaska,2023
13875,7231,6644,108.8,654,930,789,786,726,1981,1925,1670,1031,985,1583,662,153,40.8,2880,11362,10995,10567,2895,2398,12121,1754,8812,65,1820,0,0,0,0,0,1,1819,1242,41,6,1110,11,8,21,45,28,0,4,9,15,154,109,1084,76,330,8,0,730,400,66,43,221,13145,8522,63,1733,1242,28,37,233,1287,6659,10726,860Z200US99901,99901,860Z200US99901,Prince of Wales-Hyder Census Area,0500000US02198,02,Alaska,2023
308,189,119,158.8,37,13,35,4,0,17,39,7,28,8,105,15,0,57.0,89,219,219,219,123,120,302,6,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,7,0,0,0,301,295,0,0,0,0,0,0,6,242,219,860Z200US99918,99918,860Z200US99918,Prince of Wales-Hyder Census Area,0500000US02198,02,Alaska,2023
547,281,266,105.6,37,32,27,41,46,50,25,84,52,60,85,8,0,45.5,121,451,426,381,132,93,506,41,456,0,29,0,0,0,0,0,0,29,19,0,0,3,0,6,0,10,0,0,0,0,0,2,0,23,5,13,0,0,24,8,0,0,16,523,442,0,29,19,0,0,5,28,358,418,860Z200US99919,99919,860Z200US99919,Prince of Wales-Hyder Census Area,0500000US02198,02,Alaska,2023
1667,962,705,136.5,50,89,64,104,83,216,171,216,170,159,265,54,26,48.0,253,1449,1414,1351,431,345,1412,255,1159,4,170,0,0,0,0,0,2,168,63,0,6,53,4,0,0,0,0,0,0,0,0,16,0,160,25,15,0,0,63,27,1,0,35,1604,1153,4,167,63,0,14,2,201,1064,1393,860Z200US99921,99921,860Z200US99921,Prince of Wales-Hyder Census Area,0500000US02198,02,Alaska,2023
297,156,141,110.6,18,7,26,22,10,42,39,32,8,22,45,20,6,39.8,72,234,225,219,86,71,263,34,28,0,216,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,28,0,0,0,0,6,0,0,0,6,291,28,0,213,0,19,0,0,31,136,214,860Z200US99922,99922,860Z200US99922,Prince of Wales-Hyder Census Area,0500000US02198,02,Alaska,2023
25,17,8,212.5,0,0,0,0,0,0,0,0,0,0,25,0,0,67.5,0,25,25,25,25,25,25,0,17,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,0,8,0,0,0,0,0,72,25,860Z200US99923,99923,860Z200US99923,Prince of Wales-Hyder Census Area,0500000US02198,02,Alaska,2023
854,471,383,123.0,24,56,53,36,27,85,106,160,46,70,97,78,16,47.1,161,710,693,682,226,191,668,186,356,4,294,0,0,0,0,0,0,294,8,0,0,0,0,0,8,0,2,0,2,0,0,4,0,129,0,9,0,0,15,9,0,0,6,839,350,4,294,8,2,4,0,177,455,682,860Z200US99925,99925,860Z200US99925,Prince of Wales-Hyder Census Area,0500000US02198,02,Alaska,2023
1385,770,615,125.2,83,101,104,115,86,147,200,119,140,84,146,48,12,37.8,359,1076,1026,976,254,206,1227,158,79,4,1113,0,0,0,0,0,0,1113,13,0,0,0,0,0,0,13,18,0,5,10,3,0,0,116,0,5,0,0,48,43,0,0,5,1337,79,4,1080,13,18,0,0,143,489,1017,860Z200US99926,99926,860Z200US99926,Prince of Wales-Hyder Census Area,0500000US02198,02,Alaska,2023
18,0,18,-666666666.0,0,0,0,0,0,0,0,0,18,0,0,0,0,-666666666.0,0,18,18,18,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,28,18,860Z200US99927,99927,860Z200US99927,Prince of Wales-Hyder Census Area,0500000US02198,02,Alaska,2023
8393,4367,4026,108.5,385,472,495,464,476,1249,1187,1000,460,756,875,400,174,39.6,1647,6937,6746,6541,1792,1449,6786,1607,5163,31,748,0,0,0,0,4,0,744,623,28,10,495,50,21,5,14,74,4,63,7,0,147,73,804,144,311,0,0,575,357,47,23,148,7818,5022,31,723,607,74,110,116,1135,4080,6349,860Z200US99835,99835,860Z200US99835,Sitka City and Borough,0500000US02220,02,Alaska,2023
1308,532,776,68.6,65,43,49,35,78,218,201,227,67,92,144,80,9,42.5,177,1137,1131,1113,283,233,1140,168,918,29,57,0,0,0,0,0,0,57,103,55,10,18,20,0,0,0,0,0,0,0,0,33,3,21,106,18,0,0,64,18,0,5,41,1244,901,29,57,103,0,0,4,150,656,1095,860Z200US99840,99840,860Z200US99840,Skagway Municipality,0500000US02230,02,Alaska,2023
31,17,14,121.4,5,0,0,3,0,0,3,5,8,7,0,0,0,53.8,8,23,23,23,4,0,31,0,0,0,31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,31,0,0,0,0,0,20,23,860Z200US99706,99706,860Z200US99706,Southeast Fairbanks Census Area,0500000US02240,02,Alaska,2023
8,1,7,14.3,0,0,0,4,0,0,0,0,3,0,1,0,0,37.5,4,8,4,4,1,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,20,4,860Z200US99732,99732,860Z200US99732,Southeast Fairbanks Census Area,0500000US02240,02,Alaska,2023
4659,2709,1950,138.9,376,302,333,319,283,605,671,611,274,261,405,174,45,36.4,1228,3615,3431,3266,745,624,4299,360,4047,51,80,0,0,0,0,0,0,80,76,0,0,52,0,0,6,18,15,0,12,3,0,30,0,233,6,91,6,0,328,88,177,0,63,4331,3851,51,78,76,3,3,13,256,2442,3251,860Z200US99737,99737,860Z200US99737,Southeast Fairbanks Census Area,0500000US02240,02,Alaska,2023
165,117,48,243.8,8,7,4,8,5,4,15,4,7,26,56,20,1,61.9,22,146,143,133,81,77,141,24,106,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,20,0,0,0,0,0,0,0,0,0,165,106,0,30,0,0,5,0,24,229,143,860Z200US99738,99738,860Z200US99738,Southeast Fairbanks Census Area,0500000US02240,02,Alaska,2023
207,109,98,111.2,12,23,55,16,0,10,17,17,14,0,21,10,12,16.7,106,107,101,101,43,43,182,25,11,0,168,0,0,0,0,0,0,168,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,1,1,0,0,0,206,11,0,168,2,0,0,0,25,107,98,860Z200US99764,99764,860Z200US99764,Southeast Fairbanks Census Area,0500000US02240,02,Alaska,2023
173,107,66,162.1,13,14,12,15,29,12,30,14,7,13,11,2,1,32.6,49,124,124,119,18,14,165,8,4,10,151,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,173,4,10,151,0,0,0,0,8,63,124,860Z200US99776,99776,860Z200US99776,Southeast Fairbanks Census Area,0500000US02240,02,Alaska,2023
1790,960,830,115.7,93,141,125,20,75,245,162,297,97,168,253,65,49,46.1,365,1428,1425,1406,461,367,1636,154,1121,0,456,0,0,0,0,0,0,456,59,0,0,39,0,0,0,20,0,0,0,0,0,0,0,109,26,18,0,0,73,18,0,0,55,1717,1066,0,456,59,0,0,0,136,984,1393,860Z200US99780,99780,860Z200US99780,Southeast Fairbanks Census Area,0500000US02240,02,Alaska,2023
1,0,1,-666666666.0,0,0,0,0,0,0,0,0,0,1,0,0,0,-666666666.0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,34,1,860Z200US99903,99903,860Z200US99903,Wrangell City and Borough,0500000US02275,02,Alaska,2023
2105,1083,1022,106.0,137,124,106,103,121,290,187,256,132,146,288,193,22,44.3,433,1715,1672,1619,589,503,1720,385,1160,2,438,5,0,0,0,0,0,433,91,0,0,73,0,2,0,16,26,0,0,4,22,3,3,235,25,84,0,0,116,35,9,13,59,1989,1140,2,420,86,26,0,23,292,1266,1603,860Z200US99929,99929,860Z200US99929,Wrangell City and Borough,0500000US02275,02,Alaska,2023
506,333,173,192.5,29,17,6,16,40,61,56,65,35,41,92,38,10,53.2,66,450,440,430,168,140,404,102,125,28,136,0,0,0,0,2,0,134,100,0,0,8,22,0,0,70,9,3,4,0,2,6,0,44,2,4,0,0,24,18,0,0,6,482,125,28,127,100,9,0,1,92,326,380,860Z200US99689,99689,860Z200US99689,Yakutat City and Borough,0500000US02282,02,Alaska,2023
85,34,51,66.7,7,8,8,5,27,3,6,6,3,2,5,5,0,24.3,26,60,59,56,12,10,85,0,1,0,84,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,0,84,0,0,0,0,0,66,59,860Z200US99558,99558,860Z200US99558,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
171,93,78,119.2,18,9,20,12,2,16,35,10,8,18,7,13,3,36.4,58,124,113,112,29,23,171,0,1,0,161,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,2,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,171,1,0,161,0,2,7,0,0,76,113,860Z200US99590,99590,860Z200US99590,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
229,161,68,236.8,16,3,32,31,3,26,20,20,26,25,23,1,3,35.5,82,176,147,146,44,27,225,4,5,0,220,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,6,0,0,0,223,0,0,220,0,0,0,0,3,113,147,860Z200US99602,99602,860Z200US99602,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
195,78,117,66.7,6,9,14,9,8,25,18,14,23,9,47,11,2,53.3,38,166,157,157,66,60,154,41,69,3,82,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,0,1,0,0,17,17,0,0,0,178,53,3,82,0,0,0,0,40,209,155,860Z200US99627,99627,860Z200US99627,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
36,22,14,157.1,1,13,0,0,0,0,13,3,1,0,5,0,0,37.6,14,22,22,22,5,5,36,0,11,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,11,0,25,0,0,0,0,0,17,22,860Z200US99665,99665,860Z200US99665,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
67,30,37,81.1,7,11,11,0,0,27,1,4,1,1,4,0,0,28.9,29,38,38,38,5,4,32,35,26,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,8,0,0,0,8,59,26,0,6,0,0,0,0,27,34,38,860Z200US99675,99675,860Z200US99675,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
93,46,47,97.9,4,2,4,0,1,26,6,12,8,12,5,9,4,52.2,10,83,83,83,24,18,68,25,2,2,57,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,25,0,0,0,0,7,7,0,0,0,86,2,2,57,0,0,0,0,25,113,83,860Z200US99691,99691,860Z200US99691,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
17564,9262,8302,111.6,927,1431,1239,768,1406,3310,2198,1975,1036,766,1657,640,211,34.3,4055,13823,13509,13120,2938,2508,15049,2515,10610,919,2138,0,0,0,6,10,7,2115,971,11,151,314,23,390,0,82,160,0,19,141,0,251,195,1114,85,537,46,0,1210,641,262,1,306,16354,10351,885,2138,971,160,62,185,1602,8757,13038,860Z200US99701,99701,860Z200US99701,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
195,124,71,174.6,37,24,2,6,2,67,25,2,16,4,7,1,2,26.9,68,132,127,125,14,10,194,1,62,0,132,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,195,62,0,132,0,0,0,0,1,84,127,860Z200US99720,99720,860Z200US99720,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
177,95,82,115.9,17,31,13,31,3,27,18,21,5,6,0,5,0,19.8,77,108,100,83,11,5,177,0,4,0,173,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,4,0,173,0,0,0,0,0,64,100,860Z200US99722,99722,860Z200US99722,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
82,43,39,110.3,0,10,19,0,0,15,6,1,4,9,12,6,0,33.7,29,53,53,53,27,18,82,0,0,0,82,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,82,0,0,0,0,0,52,53,860Z200US99724,99724,860Z200US99724,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
15,13,2,650.0,0,0,0,0,0,8,1,0,0,2,4,0,0,28.9,0,15,15,15,6,4,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,28,15,860Z200US99726,99726,860Z200US99726,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
98,56,42,133.3,0,11,10,10,0,0,11,11,3,20,22,0,0,47.6,31,77,67,67,26,22,98,0,93,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,93,0,5,0,0,0,0,0,237,67,860Z200US99730,99730,860Z200US99730,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
48,13,35,37.1,0,5,13,0,0,0,5,5,0,6,4,6,4,52.2,18,30,30,30,20,14,43,5,0,0,43,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,48,0,0,43,0,0,0,0,5,49,30,860Z200US99733,99733,860Z200US99733,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
165,117,48,243.8,8,7,4,8,5,4,15,4,7,26,56,20,1,61.9,22,146,143,133,81,77,141,24,106,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,20,0,0,0,0,0,0,0,0,0,165,106,0,30,0,0,5,0,24,229,143,860Z200US99738,99738,860Z200US99738,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
583,268,315,85.1,28,34,56,32,37,38,79,67,31,38,96,30,17,43.7,145,461,438,433,169,143,507,76,26,8,461,0,0,0,0,0,0,461,11,0,0,11,0,0,0,0,0,0,0,0,0,1,0,75,0,1,0,0,2,1,1,0,0,581,26,8,461,11,0,0,0,75,443,426,860Z200US99740,99740,860Z200US99740,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
565,250,315,79.4,57,32,43,22,37,91,104,70,31,11,36,31,0,36.1,152,433,413,411,72,67,529,36,130,1,393,0,0,0,0,0,0,393,1,0,0,1,0,0,0,0,4,0,0,0,4,0,0,25,0,7,0,0,20,1,0,0,19,545,111,1,393,1,4,0,6,29,363,413,860Z200US99741,99741,860Z200US99741,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
32,13,19,68.4,0,3,4,0,1,2,0,2,0,3,14,3,0,70.2,7,25,25,25,17,17,32,0,0,0,32,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,28,25,860Z200US99745,99745,860Z200US99745,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
136,78,58,134.5,10,25,16,7,24,18,7,8,9,5,7,0,0,23.4,56,80,80,78,8,7,136,0,3,0,133,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,134,3,0,131,0,0,0,0,0,52,80,860Z200US99746,99746,860Z200US99746,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
146,92,54,170.4,0,13,3,6,18,0,39,42,12,6,7,0,0,43.0,20,130,126,124,9,7,146,0,47,0,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,47,0,99,0,0,0,0,0,87,126,860Z200US99748,99748,860Z200US99748,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
44,18,26,69.2,0,0,4,0,0,8,4,6,0,17,0,0,5,55.0,4,40,40,40,22,5,44,0,0,0,44,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,52,40,860Z200US99754,99754,860Z200US99754,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
20,11,9,122.2,0,0,0,0,0,0,0,0,3,0,3,10,4,76.0,0,20,20,20,17,17,16,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,16,0,0,0,0,0,0,4,94,20,860Z200US99756,99756,860Z200US99756,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
14,8,6,133.3,0,0,0,0,0,0,0,0,2,3,4,5,0,72.3,0,14,14,14,12,9,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,38,14,860Z200US99757,99757,860Z200US99757,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
190,137,53,258.5,0,25,21,16,28,21,30,14,7,14,0,9,5,28.5,59,135,131,128,22,14,157,33,15,0,142,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,5,0,0,0,0,0,0,190,15,0,142,0,0,0,0,33,103,131,860Z200US99758,99758,860Z200US99758,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
800,373,427,87.4,55,60,49,36,63,80,89,108,38,31,133,53,5,40.8,186,620,614,599,213,191,714,86,510,0,204,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,24,4,20,0,0,776,509,0,181,0,0,0,0,86,595,614,860Z200US99760,99760,860Z200US99760,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
284,149,135,110.4,31,9,35,23,8,12,41,30,20,25,35,15,0,39.7,97,209,187,185,69,50,284,0,70,0,214,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,70,0,214,0,0,0,0,0,138,187,860Z200US99765,99765,860Z200US99765,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,860Z200US99767,99767,860Z200US99767,Yukon-Koyukuk Census Area,0500000US02290,02,Alaska,2023
